Country,Gender,Age,EmploymentStatus,EmployerIndustry,FormalEducation,Major,CompensationAmount,CompensationCurrency,CurrentJobTitle,TitleFit,LanguageRecommendation,DataScienceIdentity,WorkDataVisualizations,JobSatisfaction,JobSatisfaction2
United States,Male,29,Employed full-time,Technology,Master's degree,Engineering (non-computer focused),1.00E+05,USD,Other,Fine,Python,Sort of (Explain more),100% of projects,10 - Highly Satisfied,10
United States,Female,32,Employed full-time,Other,Master's degree,Engineering (non-computer focused),125000,USD,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),None,4,4
India,Male,36,Employed full-time,Financial,Master's degree,Computer Science,1700000,INR,Predictive Modeler,Fine,R,No,10-25% of projects,4,4
United States,"Non-binary, genderqueer, or gender non-conforming",51,Employed full-time,Government,Bachelor's degree,Other,42000,USD,Other,Poorly,Python,Sort of (Explain more),51-75% of projects,5,5
United States,Male,50,Employed full-time,Technology,Master's degree,Electrical Engineering,155000,USD,Machine Learning Engineer,Fine,Python,Yes,Less than 10% of projects,8,8
Australia,Male,52,Employed full-time,Academic,Doctoral degree,Other,180000,AUD,Scientist/Researcher,Perfectly,R,No,26-50% of projects,7,7
Japan,Male,49,Employed full-time,Mix of fields,Doctoral degree,Computer Science,4.00E+06,JPY,Programmer,Poorly,Python,Yes,Less than 10% of projects,1 - Highly Dissatisfied,1
Other,Male,25,Employed full-time,Retail,Master's degree,Electrical Engineering,8.00E+05,VEF,Data Analyst,Fine,Python,Sort of (Explain more),76-99% of projects,7,7
Colombia,Male,22,Employed part-time,Academic,Bachelor's degree,Computer Science,1.40E+07,COP,Software Developer/Software Engineer,Fine,Python,No,51-75% of projects,8,8
United States,Male,42,Employed full-time,Insurance,Master's degree,Other,95000,USD,Data Analyst,Fine,R,Sort of (Explain more),76-99% of projects,7,7
Russia,Female,45,Employed full-time,Academic,Doctoral degree,Physics,30000,RUB,Researcher,Fine,Python,Yes,100% of projects,7,7
United States,Male,51,Employed full-time,Other,Some college/university study without earning a bachelor's degree,"Information technology, networking, or system administration",150000,USD,Programmer,Poorly,Python,Sort of (Explain more),51-75% of projects,9,9
India,Male,54,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),1400000,INR,Other,Perfectly,Python,Yes,10-25% of projects,3,3
United States,Male,23,Employed full-time,Other,Bachelor's degree,A social science,50000,USD,Data Analyst,Perfectly,R,No,None,7,7
United States,Male,45,Employed full-time,Government,Doctoral degree,Electrical Engineering,100,USD,Computer Scientist,Perfectly,Python,Yes,26-50% of projects,10 - Highly Satisfied,10
Australia,Male,42,Employed full-time,Technology,Some college/university study without earning a bachelor's degree,Computer Science,105000,AUD,Other,Poorly,R,No,10-25% of projects,4,4
Singapore,Male,40,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),140000,SGD,Scientist/Researcher,Fine,Python,Yes,10-25% of projects,6,6
United States,Male,40,Employed full-time,Internet-based,Master's degree,Engineering (non-computer focused),2500000,USD,Business Analyst,Fine,Python,Yes,51-75% of projects,7,7
Brazil,Male,39,Employed full-time,Academic,Doctoral degree,Computer Science,150000,BRL,Computer Scientist,Fine,Python,Yes,Less than 10% of projects,7,7
Brazil,Male,64,"Independent contractor, freelancer, or self-employed",Government,Doctoral degree,Electrical Engineering,65000,BRL,Business Analyst,Fine,Python,No,100% of projects,3,3
United States,Male,36,Employed full-time,Insurance,Bachelor's degree,Electrical Engineering,91000,USD,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),Less than 10% of projects,4,4
Taiwan,Male,45,Employed full-time,Non-profit,Doctoral degree,Engineering (non-computer focused),42000,USD,Researcher,Fine,Other,Sort of (Explain more),76-99% of projects,3,3
Australia,Male,32,Employed full-time,Academic,Doctoral degree,Other,30000,AUD,Scientist/Researcher,Fine,Python,No,76-99% of projects,7,7
Japan,Male,27,Employed part-time,Academic,Master's degree,Psychology,120,JPY,Scientist/Researcher,Fine,R,Yes,10-25% of projects,3,3
United States,Male,22,Employed full-time,Financial,Bachelor's degree,Computer Science,2.00E+05,USD,Predictive Modeler,Fine,C/C++/C#,Sort of (Explain more),76-99% of projects,10 - Highly Satisfied,10
New Zealand,Male,28,Employed full-time,Government,Bachelor's degree,Mathematics or statistics,72000,NZD,Data Analyst,Poorly,R,Yes,76-99% of projects,5,5
People 's Republic of China,Male,28,Employed full-time,Internet-based,Master's degree,Computer Science,4.00E+05,CNY,Machine Learning Engineer,Fine,Python,Yes,Less than 10% of projects,6,6
Japan,Male,28,Employed full-time,CRM/Marketing,Bachelor's degree,Computer Science,5500000,JPY,Software Developer/Software Engineer,Poorly,Python,No,51-75% of projects,3,3
Taiwan,Male,45,Employed full-time,Technology,Master's degree,Computer Science,1500000,TWD,Software Developer/Software Engineer,Fine,Python,No,26-50% of projects,3,3
India,Male,33,"Independent contractor, freelancer, or self-employed",Technology,Bachelor's degree,Computer Science,1850000,INR,Other,Fine,R,Sort of (Explain more),None,5,5
Ukraine,Male,26,Employed full-time,Financial,Master's degree,Computer Science,24000,USD,Software Developer/Software Engineer,Fine,Python,No,Less than 10% of projects,7,7
Philippines,Male,25,Employed full-time,Technology,Bachelor's degree,Engineering (non-computer focused),20000,PHP,Software Developer/Software Engineer,Fine,R,No,None,7,7
United States,Male,61,Employed full-time,Manufacturing,Bachelor's degree,Mathematics or statistics,85000,USD,Other,Poorly,SQL,Yes,100% of projects,4,4
People 's Republic of China,Male,34,Employed full-time,Academic,Doctoral degree,Computer Science,80000,CNY,Researcher,Fine,Python,Yes,Less than 10% of projects,6,6
Australia,Male,26,Employed full-time,Technology,Bachelor's degree,Engineering (non-computer focused),84000,AUD,Data Analyst,Poorly,Python,No,76-99% of projects,4,4
Pakistan,A different identity,30,Employed part-time,Academic,Master's degree,Computer Science,50000,PKR,Other,Fine,Matlab,Yes,26-50% of projects,5,5
India,Male,22,Employed full-time,Technology,Bachelor's degree,Computer Science,180000,INR,Data Analyst,Perfectly,SQL,No,51-75% of projects,7,7
Philippines,Male,49,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),25000,USD,Computer Scientist,Perfectly,Matlab,Yes,10-25% of projects,1 - Highly Dissatisfied,1
India,Male,25,Employed full-time,Technology,Bachelor's degree,"Information technology, networking, or system administration",4.00E+05,INR,DBA/Database Engineer,Poorly,Python,Sort of (Explain more),26-50% of projects,2,2
India,Female,23,Employed full-time,Technology,Bachelor's degree,Computer Science,350000,INR,Data Analyst,Perfectly,R,Sort of (Explain more),100% of projects,8,8
India,Male,50,"Independent contractor, freelancer, or self-employed",Mix of fields,Master's degree,Mathematics or statistics,1800000,INR,Statistician,Fine,R,Sort of (Explain more),10-25% of projects,6,6
United States,Male,30,Employed full-time,Manufacturing,Bachelor's degree,Computer Science,67000,USD,Data Analyst,Fine,Python,Sort of (Explain more),10-25% of projects,3,3
Japan,Male,41,Employed full-time,Academic,Doctoral degree,Physics,7500000,JPY,Scientist/Researcher,Fine,Python,No,Less than 10% of projects,7,7
India,Female,32,Employed full-time,Technology,Master's degree,Mathematics or statistics,55000,INR,Machine Learning Engineer,Fine,Python,Yes,10-25% of projects,9,9
Germany,Male,56,Employed full-time,Pharmaceutical,Master's degree,Mathematics or statistics,170000,EUR,Machine Learning Engineer,Fine,Python,Yes,10-25% of projects,6,6
India,Female,36,Employed full-time,Academic,Master's degree,Computer Science,50000,RSD,Researcher,Fine,R,No,51-75% of projects,5,5
India,Female,37,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,450000,INR,Researcher,Fine,Python,Yes,26-50% of projects,3,3
United States,Male,24,Employed full-time,Other,Bachelor's degree,Mathematics or statistics,80000,USD,DBA/Database Engineer,Fine,Python,Sort of (Explain more),26-50% of projects,9,9
Australia,Female,35,Employed full-time,Academic,Doctoral degree,Management information systems,110000,AUD,Scientist/Researcher,Fine,R,Yes,76-99% of projects,6,6
Canada,Male,28,Employed full-time,Academic,Doctoral degree,Computer Science,12000,CAD,Computer Scientist,Fine,Python,Yes,Less than 10% of projects,7,7
Russia,Male,30,Employed full-time,Financial,Master's degree,"Information technology, networking, or system administration",30000,USD,Predictive Modeler,Fine,Python,Yes,10-25% of projects,2,2
United States,Male,40,Employed full-time,Technology,Some college/university study without earning a bachelor's degree,Electrical Engineering,3.00E+05,USD,Software Developer/Software Engineer,Poorly,R,Sort of (Explain more),26-50% of projects,8,8
Pakistan,Female,42,Employed full-time,Academic,Master's degree,Computer Science,103500,PKR,Machine Learning Engineer,Fine,R,Sort of (Explain more),Less than 10% of projects,1 - Highly Dissatisfied,1
France,Male,36,Employed full-time,Academic,Doctoral degree,Other,30000,EUR,Computer Scientist,Perfectly,Python,Yes,76-99% of projects,8,8
Other,Male,32,Employed full-time,Non-profit,Master's degree,Computer Science,676000,THB,Data Analyst,Fine,Python,Sort of (Explain more),Less than 10% of projects,6,6
India,Male,33,Employed full-time,Financial,Bachelor's degree,Engineering (non-computer focused),3500000,INR,Statistician,Poorly,Python,Yes,10-25% of projects,8,8
Argentina,Female,28,Employed full-time,Retail,Master's degree,Physics,70000,AZN,Engineer,Poorly,C/C++/C#,Sort of (Explain more),51-75% of projects,1 - Highly Dissatisfied,1
People 's Republic of China,Male,26,Employed full-time,Financial,Bachelor's degree,Computer Science,4.00E+05,CNY,Machine Learning Engineer,Fine,Python,No,Less than 10% of projects,4,4
Australia,Male,40,Employed full-time,Retail,Master's degree,Other,150000,AUD,Business Analyst,Fine,SQL,Yes,100% of projects,5,5
Belarus,Male,31,Employed full-time,Financial,Bachelor's degree,"Information technology, networking, or system administration",40000,USD,Other,Fine,R,No,76-99% of projects,7,7
Spain,Male,30,Employed full-time,Technology,Bachelor's degree,"Information technology, networking, or system administration",26000,EUR,Data Analyst,Fine,Python,No,100% of projects,6,6
France,Male,27,Employed full-time,Academic,Master's degree,Mathematics or statistics,30000,EUR,Scientist/Researcher,Fine,Python,Yes,10-25% of projects,7,7
Finland,Male,53,Employed full-time,Academic,Master's degree,Physics,60000,EUR,Other,Fine,R,Yes,100% of projects,8,8
Australia,Male,25,Employed full-time,Internet-based,Bachelor's degree,A social science,120000,AUD,Data Analyst,Fine,Python,Yes,51-75% of projects,8,8
Germany,Male,27,Employed full-time,Other,Master's degree,Engineering (non-computer focused),65000,EUR,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),100% of projects,6,6
Norway,Male,34,Employed full-time,Other,Bachelor's degree,Management information systems,540000,NOK,Data Analyst,Fine,Python,No,51-75% of projects,6,6
Kenya,Male,26,"Independent contractor, freelancer, or self-employed",Manufacturing,Bachelor's degree,Engineering (non-computer focused),30000,KES,Engineer,Fine,C/C++/C#,Yes,Less than 10% of projects,3,3
India,Female,27,Employed full-time,Mix of fields,Master's degree,Physics,0,INR,Other,Fine,Python,Sort of (Explain more),10-25% of projects,7,7
Japan,Male,40,Employed full-time,Technology,Bachelor's degree,Computer Science,75000,USD,Data Analyst,Fine,Scala,No,10-25% of projects,5,5
Other,Male,50,Employed full-time,Academic,Doctoral degree,"Information technology, networking, or system administration",20000,EUR,Scientist/Researcher,Fine,SAS,Yes,26-50% of projects,8,8
India,Male,41,Employed full-time,Mix of fields,Master's degree,Computer Science,3.00E+06,INR,Researcher,Poorly,Python,Yes,76-99% of projects,3,3
United Kingdom,Male,30,Employed full-time,Technology,Master's degree,Other,75000,GBP,Software Developer/Software Engineer,Fine,Python,No,100% of projects,6,6
India,Male,26,Employed full-time,Technology,Master's degree,Electrical Engineering,450000,INR,Machine Learning Engineer,Perfectly,Python,Yes,10-25% of projects,6,6
Hungary,Male,54,Employed full-time,Academic,Doctoral degree,Other,6400000,HUF,Engineer,Fine,R,Yes,26-50% of projects,4,4
Germany,Male,51,Employed full-time,Academic,Doctoral degree,Management information systems,60000,EUR,Scientist/Researcher,Fine,Python,Sort of (Explain more),26-50% of projects,6,6
South Africa,Male,36,Employed full-time,Academic,Master's degree,Mathematics or statistics,4.00E+05,ZAR,Statistician,Perfectly,R,No,None,5,5
Germany,Male,26,Employed part-time,Government,Master's degree,Computer Science,18800,EUR,Machine Learning Engineer,Fine,R,Yes,51-75% of projects,7,7
United Kingdom,A different identity,40,Employed full-time,Academic,Doctoral degree,Physics,46000,GBP,Scientist/Researcher,Fine,Python,Yes,100% of projects,4,4
Other,Male,28,"Independent contractor, freelancer, or self-employed",Government,Master's degree,Mathematics or statistics,6.00E+06,XOF,Statistician,Perfectly,Stata,Yes,76-99% of projects,4,4
Czech Republic,Male,25,Employed full-time,Internet-based,Master's degree,Computer Science,720000,CZK,Machine Learning Engineer,Fine,Python,Yes,76-99% of projects,7,7
India,Male,22,Employed full-time,Technology,Bachelor's degree,Computer Science,650000,INR,Scientist/Researcher,Fine,Python,Yes,100% of projects,7,7
Italy,Male,36,Employed full-time,Academic,Doctoral degree,Computer Science,30000,EUR,Researcher,Perfectly,Python,No,Less than 10% of projects,7,7
Canada,Male,48,Employed full-time,Technology,Doctoral degree,Physics,130000,CAD,Scientist/Researcher,Fine,Python,Yes,10-25% of projects,10 - Highly Satisfied,10
India,Male,26,Employed full-time,Technology,Bachelor's degree,Other,890000,INR,Business Analyst,Fine,R,No,10-25% of projects,6,6
United Kingdom,Male,38,Employed full-time,Financial,Master's degree,Physics,90000,GBP,Business Analyst,Poorly,R,Yes,51-75% of projects,7,7
Spain,Male,46,Employed full-time,Academic,Master's degree,"Information technology, networking, or system administration",31000,EUR,Researcher,Fine,Java,Sort of (Explain more),Less than 10% of projects,7,7
India,Male,44,Employed full-time,Technology,Master's degree,Mathematics or statistics,4800000,INR,Engineer,Fine,Haskell,No,51-75% of projects,5,5
Ukraine,Male,25,Employed full-time,Technology,Master's degree,"Information technology, networking, or system administration",3500,USD,Software Developer/Software Engineer,Fine,Python,No,Less than 10% of projects,8,8
